Zip;Mean;Pop
75235;52.416;17.167
75236;48.320;15.949
75237;30.581;17.101
75238;84.176;30.483
7524;41.616;13.144
75240;62.513;24.296
75241;37.828;27.066
75243;60.054;55.406
75244;105.433;13.266
75246;46.860;2.770
75247;35.148;468
75248;113.651;33.395
75249;67.386;13.373
75251;126.183;2.331
75252;94.294;24.112
75253;43.650;18.450
75254;76.537;23.253
75287;79.399;49.004
75401;39.864;18.552
75402;74.900;15.920
75407;66.600;14.120
75409;74.444;11.831
75410;54.225;4.334
75411;66.949;1.118
75412;51.573;778
75413;66.477;305
75414;67.481;3.136
75415;57.233;144
75416;52.263;2.893
75417;42.699;2.456
75418;48.847;14.411
75420;57.895;1.076
75421;62.922;1.003
75422;60.499;2.883
75423;64.757;2.982
75424;65.604;3.297
75426;40.449;5.301
75428;45.469;10.089
75431;51.189;2.052
75432;45.896;3.323
75433;57.252;2.773
75435;50.826;1.185
75436;53.116;1.876
75437;55.870;1.078
75438;53.704;972
75439;54.881;868
75440;52.560;6.350
75441;57.233;142
75442;70.434;8.858
75446;49.376;3.180
75447;52.973;1.080
75448;57.233;655
75449;58.426;1.186
75450;57.233;331
75451;55.690;1.211
75452;65.860;4.090
75453;59.155;3.255
75454;78.629;5.699
75455;50.256;28.293
75457;57.719;6.522
75459;79.983;4.326
75460;40.354;23.592
75462;67.641;11.350
75468;52.402;888
75469;57.152;371
75470;55.358;288
75471;49.649;1.424
75472;51.519;3.548
75473;63.174;3.855
75474;55.586;14.882
75475;53.906;129
75476;52.956;1.304
75477;55.358;977
75478;49.640;932
75479;55.262;1.849
75480;76.925;1.646
75481;57.326;395
75482;55.166;24.385
75486;67.969;2.346
75487;55.613;1.541
75488;52.973;1.161
75489;68.812;993
75490;60.468;2.211
75491;66.727;4.801
75492;52.974;516
75493;66.025;611
75494;53.918;10.862
75495;79.554;7.095
75496;50.413;3.351
75497;55.749;3.350
75501;49.272;36.298
75503;76.538;24.379
75550;45.885;808
75551;48.184;11.007
75554;46.197;1.806
75555;61.697;1.611
75556;99.185;1.133
75558;58.558;1.636
75559;49.063;5.568
75560;40.160;1.088
75561;53.470;5.395
75562;47.851;176
75563;47.748;4.282
75565;66.781;361
75566;39.367;782
75567;53.736;4.225
75568;49.113;2.876
75569;65.153;2.874
75570;51.145;11.518
75571;53.161;2.846
75572;51.884;3.491
75573;53.743;181
75574;57.531;1.868
75601;56.258;15.849
75602;42.322;23.286
75603;58.162;5.450
75604;62.080;29.934
75605;67.814;27.823
75630;43.868;2.588
75631;65.401;2.787
75633;58.185;13.977
75638;46.182;6.036
75639;45.298;3.460
75640;57.210;4.652
75641;64.853;223
75642;68.400;229
75643;64.391;2.074
75644;50.127;11.444
75645;60.039;9.778
75647;59.844;13.196
75650;72.737;8.611
75651;55.664;2.189
75652;63.041;16.638
75654;66.358;12.417
75656;43.029;4.804
75657;44.539;8.246
75661;57.599;2.807
75662;60.234;24.536
75667;48.688;1.021
75668;47.461;1.993
75669;67.376;606
75670;40.990;17.290
75672;68.014;17.097
75681;56.080;2.562
75682;46.885;473
75683;54.377;3.914
75684;50.787;7.548
75686;35.283;9.470
75691;78.555;4.219
75692;53.811;5.098
75693;66.244;6.869
75701;66.648;34.373
75702;38.015;27.069
75703;84.339;37.166
75704;49.914;8.680
75705;57.536;2.168
75706;47.175;8.771
75707;66.339;13.711
75708;48.886;7.156
75709;62.350;5.062
75750;62.008;3.937
75751;47.879;17.253
75752;53.398;6.986
75754;45.590;5.783
75755;55.089;5.719
75756;58.493;4.002
75757;68.313;10.022
75758;67.715;9.072
75759;55.172;141
75760;53.340;2.614
75762;80.696;12.466
75763;57.256;6.005
75764;49.085;233
75765;56.621;7.607
75766;47.937;26.388
75770;57.148;2.776
75771;64.048;18.361
75773;56.655;12.791
75778;51.936;3.254
75779;65.833;122
75780;47.600;312
75783;56.807;7.219
75784;46.970;658
75785;46.352;11.263
75788;54.407;126
75789;56.621;7.593
75790;51.308;4.203
75791;80.375;13.125
75792;58.328;3.518
75801;54.529;16.799
75803;61.791;22.397
75831;52.153;5.386
75832;59.264;66
75833;57.703;3.324
75835;44.337;12.012
75838;64.831;666
75839;51.615;5.069
75840;76.764;7.076
75844;55.197;5.718
75845;31.663;2.076
75846;56.658;2.718
75847;34.290;1.596
75848;48.302;92
75849;57.231;75
75850;57.703;671
75851;56.687;5.050
75852;49.908;3.737
75853;59.264;963
75855;43.666;2.369
75856;52.585;196
75858;38.504;43
75859;62.011;1.923
75860;52.830;6.644
75861;75.133;9.017
75862;47.667;9.679
75901;55.554;29.036
75904;56.189;33.988
75925;46.895;4.179
75928;38.759;1.411
75929;46.516;1.599
75930;43.052;2.023
75931;45.237;2.631
75932;36.729;1.437
75933;44.248;1.599
75934;39.805;99
75935;47.148;13.685
75936;45.336;889
75937;50.970;994
75938;47.633;2.608
75939;41.838;3.992
75941;45.286;9.105
75942;55.205;115
75943;54.054;1.262
75944;50.970;1.301
75946;52.968;3.578
75948;42.822;6.281
75949;50.788;7.976
75951;46.229;16.134
75954;47.624;3.280
75956;46.607;7.623
75959;44.715;923
75960;43.124;913
75961;41.320;14.910
75962;24.380;3.029
75964;45.128;20.097
75965;52.145;17.591
75966;37.487;5.371
75968;40.541;1.766
75969;50.651;4.116
75972;38.234;6.620
75973;71.215;2.599
75974;52.437;3.126
75975;53.852;3.699
75976;37.858;827
75977;36.882;750
75978;50.970;144
75979;52.153;11.423
75980;42.397;2.836
76001;85.592;30.460
76002;78.150;30.269
76006;63.741;22.639
76008;114.664;13.602
76009;60.812;19.759
7601;69.368;42.679
76010;41.046;55.706
76011;49.041;21.594
76012;81.377;25.689
76013;64.497;30.680
76014;47.747;34.072
76015;58.666;16.658
76016;99.429;30.852
76017;79.698;44.724
76018;72.861;26.938
76020;71.276;27.270
76021;82.090;33.673
76022;68.407;13.212
76023;68.920;5.832
76028;79.316;59.744
7603;88.909;8.249
76031;53.554;17.759
76033;63.871;24.819
76034;179.039;22.748
76035;102.478;1.622
76036;78.785;22.352
76039;69.819;32.925
7604;99.578;11.662
76040;59.089;27.524
76041;65.975;434
76043;17.965;1.760
76044;74.362;3.866
76048;62.037;21.923
76049;87.567;25.130
7605;104.332;8.922
76050;64.928;5.607
76051;97.589;46.305
76052;97.472;15.995
76053;58.781;28.421
76054;108.984;11.764
76055;745;38
76058;69.966;17.123
76059;54.707;4.881
7606;82.031;2.184
76060;65.972;6.764
76061;68.921;152
76063;99.387;61.361
76064;90.154;1.883
76065;91.652;28.986
76066;85.015;3.142
76067;53.414;22.117
7607;90.232;9.513
76070;2.851;24
76071;68.434;3.320
76073;73.123;5.327
76078;71.399;8.572
7608;76.439;34
76082;70.513;17.748
76084;70.355;8.327
76085;74.429;8.787
76086;52.636;20.196
76087;93.097;24.746
76088;75.600;11.499
76092;215.459;26.669
76093;64.266;2.095
76102;72.681;8.111
76103;49.820;14.572
76104;31.352;17.446
76105;33.357;22.194
76106;38.637;35.389
76107;69.856;25.917
76108;69.956;38.227
76109;101.868;21.710
76110;47.935;30.434
76111;47.743;21.685
76112;50.610;38.993
76114;53.256;24.741
76115;34.618;20.696
76116;62.163;46.746
76117;47.445;30.645
76118;70.685;13.866
76119;37.303;42.761
76120;56.694;15.283
76123;86.385;29.722
76126;87.219;19.395
76127;74.959;2.003
76129;142.168;2.833
76131;81.055;28.374
76132;80.554;24.709
76133;61.311;48.394
76134;54.162;23.704
76135;66.293;20.684
76137;80.176;54.911
76140;59.152;26.340
76148;67.127;23.331
76155;46.017;3.115
76164;41.695;16.748
76177;83.686;4.891
76179;84.817;48.058
76180;68.592;33.444
76182;93.696;28.209
7620;303.937;2.182
76201;38.134;27.107
76205;56.964;18.510
76207;67.883;10.579
76208;74.753;19.782
76209;57.489;24.018
7621;100.315;26.237
76210;89.085;39.556
76225;63.740;3.156
76226;147.411;18.419
76227;82.745;22.141
76228;65.401;1.119
76230;54.940;9.711
76233;75.950;3.235
76234;73.277;15.587
76238;71.037;431
76239;60.617;1.087
7624;144.302;8.382
76240;59.220;26.120
76244;92.592;60.388
76245;61.419;1.780
76247;80.171;13.098
76248;130.253;34.647
76249;72.743;7.194
76250;72.092;937
76251;58.151;731
76252;71.677;2.863
76253;71.722;230
76255;48.027;5.411
76258;82.058;6.659
76259;83.447;4.618
7626;149.098;7.711
76261;44.378;233
76262;119.070;27.648
76263;71.037;44
76264;61.715;1.412
76265;64.217;1.893
76266;67.826;13.495
76268;75.485;250
7627;213.632;4.845
76270;64.369;1.853
76271;76.512;1.352
76272;70.149;4.745
76273;61.793;9.135
7628;93.798;17.474
7630;119.806;7.145
76301;46.128;16.540
76302;57.884;13.206
76305;56.423;4.746
76306;47.835;15.991
76308;67.960;18.557
76309;56.038;13.862
7631;104.778;26.116
76310;64.683;16.648
76311;44.871;7.535
7632;168.465;5.335
76351;48.900;2.035
76354;63.370;11.270
76357;60.849;712
76360;45.857;3.386
76363;44.079;256
76365;58.115;4.831
76366;60.809;2.118
76367;59.953;13.045
76370;66.523;299
76371;44.026;1.604
76372;68.845;974
76374;43.893;4.162
76377;60.849;802
76379;49.235;591
76380;50.954;3.726
76384;45.425;11.705
76388;54.672;203
76389;52.876;1.329
7640;143.300;4.740
76401;50.342;24.521
76402;43.894;847
7641;179.945;3.391
7642;130.694;10.056
76424;49.700;8.992
76426;61.333;11.302
76427;61.520;804
76429;63.103;258
7643;73.771;10.801
76430;56.641;2.532
76431;62.417;3.384
76432;63.067;1.370
76433;9.552;216
76435;38.374;612
76436;47.367;212
76437;48.874;5.721
7644;67.123;23.980
76442;44.609;7.545
76443;48.806;1.897
76444;43.189;3.635
76445;39.266;407
76446;50.572;9.000
76448;45.207;5.628
76449;58.628;2.434
7645;149.625;7.045
76450;62.615;13.258
76452;51.880;75
76453;60.081;1.016
76454;38.543;1.688
76455;51.880;1.014
76457;51.869;3.960
76458;61.001;6.261
76459;61.558;146
7646;98.848;16.402
76460;43.264;421
76462;61.363;2.578
76463;36.933;277
76464;56.571;506
76466;45.214;332
76469;49.106;96
7647;117.370;4.844
76470;43.058;3.238
76471;43.071;1.906
76472;71.284;1.499
76474;53.675;281
76475;63.527;977
76476;63.856;2.637
7648;121.697;5.757
76481;71.887;208
76483;45.435;1.063
76484;71.284;1.147
76486;64.759;1.375
76487;72.511;2.507
7649;149.518;8.047
76490;78.529;91
76491;45.435;459
7650;74.597;17.032
76501;54.724;16.897
76502;81.144;31.545
76504;47.019;24.268
76511;54.801;3.317
76513;69.110;34.172
76518;24.470;580
76519;38.086;371
7652;124.464;25.739
76520;50.734;7.377
76522;59.697;35.534
76523;66.695;18
76524;52.606;2.867
76525;57.574;1.062
76527;81.805;4.058
76528;52.611;16.952
76530;51.905;2.540
76531;59.135;4.978
76534;64.115;2.615
76537;60.116;3.870
76538;58.412;761
76539;73.165;7.841
76541;41.887;19.206
76542;64.657;40.025
76543;52.782;30.430
76544;35.566;24.830
76548;72.705;26.344
76549;55.029;44.314
76550;54.423;11.586
76554;64.952;2.104
76556;47.493;1.461
76557;60.087;5.178
76559;71.882;5.051
7656;125.882;8.689
76561;61.347;962
76565;58.096;74
76566;58.228;258
76567;51.574;8.984
76569;59.522;2.418
7657;76.035;10.830
76570;39.268;2.475
76571;89.273;6.790
76573;51.532;26
76574;52.571;17.661
76577;56.707;3.046
76578;58.475;1.766
76579;67.785;4.258
76596;.;1.274
76597;.;2.882
76598;.;523
76599;14.298;1.956
7660;80.452;12.873
7661;106.308;10.946
7662;76.725;5.528
76621;59.944;1.037
76622;57.019;1.015
76623;60.894;242
76624;56.628;2.231
76626;53.957;1.563
76627;63.413;1.601
76628;62.296;111
76629;46.314;1.989
7663;92.553;13.152
76630;77.050;1.840
76631;61.437;522
76632;46.449;1.778
76633;75.022;4.973
76634;54.999;7.093
76635;49.564;1.341
76636;34.764;815
76637;68.778;536
76638;86.333;2.837
76639;58.333;1.584
76640;63.341;3.005
76641;53.957;1.674
76642;57.967;7.057
76643;74.242;13.554
76645;46.487;10.960
76648;54.818;2.302
76649;57.770;790
76650;61.127;104
76651;60.832;3.300
76652;57.260;1.087
76653;51.700;1.082
76654;56.679;151
76655;80.002;7.831
76656;48.657;2.276
76657;77.789;9.307
7666;127.832;39.343
76660;54.696;506
76661;34.811;8.708
76664;50.332;3.514
76665;46.802;2.526
76666;62.296;244
76667;47.518;11.313
76670;61.021;1.372
76671;55.742;1.777
76673;53.181;1.187
76676;54.696;413
76678;49.445;263
76679;56.640;1.432
76680;48.357;190
76681;58.304;873
76682;53.683;2.660
76685;46.012;108
76686;54.754;285
76687;54.150;1.466
76689;64.138;3.996
76690;57.260;1.197
76691;54.418;6.454
76692;54.016;10.115
76693;49.068;1.651
7670;184.764;13.871
76701;32.102;1.826
76704;25.127;8.007
76705;46.121;29.155
76706;37.645;35.015
76707;34.210;16.697
76708;51.946;24.471
76710;57.803;22.686
76711;39.162;9.042
76712;76.972;23.506
7675;133.947;25.991
7676;135.549;8.920
7677;194.247;5.777
76798;.;1.862
76801;51.418;25.552
76802;60.218;5.075
76820;69.857;125
76821;52.727;4.869
76823;57.968;2.945
76824;53.274;35
76825;48.695;7.091
76827;79.400;433
76828;47.439;199
76831;78.553;63
76832;53.274;559
76834;38.620;5.908
76836;62.687;41
76837;56.099;3.188
76841;55.440;61
76842;64.108;191
76844;48.024;3.550
76845;42.906;178
76848;54.432;78
76849;60.568;3.944
76852;62.687;212
76853;48.855;1.622
76854;71.657;401
76856;55.678;3.582
76857;45.760;1.791
76858;61.833;254
76859;54.432;1.982
76861;61.748;1.995
76862;56.099;198
76864;53.311;890
76865;53.686;160
76866;56.099;623
76869;66.938;125
76870;53.424;251
76871;53.334;784
76872;61.181;717
76873;42.906;55
76874;79.640;68
76875;54.981;668
76877;47.135;4.558
76878;43.102;1.685
76882;45.097;252
76884;42.906;172
76885;46.638;154
76887;65.059;126
76888;42.906;110
76890;62.834;940
76901;55.493;27.969
76903;41.267;31.905
76904;70.888;32.716
76905;51.841;11.335
76908;25.573;1.951
76930;76.123;156
76932;65.197;3.390
76933;51.231;1.365
76934;67.060;1.296
76935;68.345;1.606
76936;64.671;3.377
76937;71.006;37
76939;67.060;51
76940;71.006;176
76941;76.123;1.348
76943;70.129;3.693
76945;40.070;1.665
76949;39.863;7
76950;69.957;4.180
76951;50.797;1.143
76953;50.974;74
76955;71.006;133
76957;71.006;59
76958;67.060;310
77002;106.503;16.793
77003;58.376;10.508
77004;49.653;27.909
77005;209.890;23.151
77006;94.228;19.664
77007;112.285;30.853
77008;88.146;30.482
77009;59.275;38.094
7701;93.678;23.144
77010;101.564;366
77011;37.557;19.547
77012;40.962;20.719
77013;46.174;17.602
77014;56.908;28.684
77015;52.264;53.621
77016;39.388;26.989
77017;45.762;32.561
77018;69.741;25.563
77019;162.658;18.944
7702;110.209;3.590
77020;38.148;25.464
77021;47.035;26.042
77022;38.773;29.557
77023;45.843;28.998
77024;210.545;34.775
77025;103.143;26.137
77026;32.669;23.940
77027;145.582;14.331
77028;36.402;16.808
77029;39.251;17.814
7703;78.156;444
77030;37.548;4.952
77031;60.585;15.762
77032;40.119;12.757
77033;40.209;27.965
77034;46.337;33.678
77035;55.865;35.896
77036;38.206;71.969
77037;45.270;19.819
77038;45.458;26.713
77039;44.949;27.562
7704;160.447;5.971
77040;76.396;45.081
77041;96.766;37.146
77042;75.732;36.385
77043;69.542;23.358
77044;79.213;30.949
77045;49.627;31.255
77046;97.325;1.196
77047;58.999;21.077
77048;44.202;15.294
77049;62.422;28.521
77050;52.263;4.611
77051;34.449;15.085
77053;49.907;28.954
77054;46.862;22.290
77055;75.530;41.989
77056;162.659;18.673
77057;84.230;39.208
77058;75.593;16.406
77059;151.171;16.949
77060;37.832;40.830
77061;44.310;24.457
77062;105.855;25.152
77063;67.627;34.299
77064;76.127;45.847
77065;73.929;35.326
77066;65.791;31.366
77067;46.528;30.559
77068;96.748;10.064
77069;104.209;16.541
77070;85.131;46.017
77071;62.583;25.671
77072;43.793;56.526
77073;55.605;34.790
77074;42.366;37.267
77075;56.908;37.388
77076;41.163;33.803
77077;90.709;52.151
77078;39.024;14.777
77079;131.198;31.280
77080;50.419;45.275
77081;38.463;47.860
77082;73.747;49.900
77083;68.466;70.837
77084;74.105;95.137
77085;57.118;16.074
77086;53.226;28.009
77087;44.937;36.399
77088;48.596;49.660
77089;71.088;48.685
77090;51.197;32.930
77091;39.709;23.472
77092;47.770;33.745
77093;39.343;46.929
77094;170.986;8.498
77095;102.230;66.502
77096;92.076;32.628
77098;107.366;13.076
77099;46.416;47.091
7711;120.941;1.935
7712;76.528;38.749
7716;118.031;8.676
7717;120.849;2.244
7718;113.502;6.205
7719;99.174;21.995
7720;67.290;4.793
7721;86.568;2.557
7722;187.259;9.471
7723;126.503;1.523
7724;96.988;23.476
7726;101.886;30.892
7727;111.469;6.099
7728;103.739;49.764
7730;94.718;17.994
77301;46.913;30.769
77302;70.673;18.118
77303;56.799;16.710
77304;79.846;21.314
77306;54.136;11.931
7731;103.921;37.811
77316;76.711;16.036
77318;83.283;14.281
7732;89.501;5.418
77320;39.744;26.764
77326;45.227;69
77327;50.664;20.160
77328;59.747;13.993
7733;197.848;15.749
77331;57.669;6.824
77334;55.518;141
77335;44.734;2.350
77336;87.891;12.471
77338;59.976;33.971
77339;93.349;37.512
7734;60.224;14.146
77340;42.384;29.809
77342;44.818;23
77345;154.832;26.122
77346;99.515;53.578
7735;72.354;20.714
77350;43.780;66
77351;43.785;32.517
77354;102.703;30.215
77355;90.997;24.010
77356;103.849;24.498
77357;58.887;19.987
77358;58.541;4.993
77359;64.556;721
77360;39.611;5.280
77362;90.035;4.600
77363;58.184;3.269
77364;64.556;2.223
77365;66.614;25.769
77367;55.518;143
77368;44.420;152
77369;45.264;1.018
7737;94.506;4.287
77371;49.818;7.665
77372;60.233;12.164
77373;73.542;54.609
77374;59.760;510
77375;87.064;39.351
77376;59.760;617
77377;110.997;28.708
77378;58.440;14.685
77379;120.940;70.544
7738;145.084;6.191
77380;98.955;23.136
77381;131.428;34.961
77382;154.997;35.369
77384;107.233;11.857
77385;83.756;19.534
77386;98.499;36.407
77388;94.017;40.384
77389;103.175;21.255
7739;186.857;6.157
77396;72.350;43.317
7740;76.766;31.658
77401;204.878;17.491
77406;118.711;30.177
77407;81.574;28.595
77412;45.555;106
77414;61.763;23.047
77415;69.732;46
77417;62.447;2.457
77418;74.827;9.585
77419;57.635;1.512
77420;47.156;2.205
77422;64.245;13.933
77423;53.808;9.385
77426;69.292;2.100
77428;45.876;61
77429;115.532;72.264
77430;69.587;2.283
77432;49.485;173
77433;99.641;50.539
77434;47.801;4.318
77435;12.587;993
77437;58.284;17.054
77440;57.635;37
77441;130.508;4.809
77442;45.555;1.137
77444;68.439;784
77445;15.380;3.137
77446;22.850;2.026
77447;74.898;11.872
77449;69.987;94.382
77450;121.174;71.889
77451;61.226;77
77453;47.156;301
77455;66.352;2.045
77456;57.635;1.303
77457;63.567;651
77458;57.635;468
77459;118.097;56.274
7746;159.945;17.733
77460;45.555;73
77461;70.127;10.679
77464;61.226;221
77465;48.752;7.161
77466;52.280;690
77467;52.221;57
77468;69.172;131
77469;83.853;35.321
7747;114.920;29.140
77470;45.701;338
77471;61.352;35.241
77473;65.022;97
77474;70.349;12.782
77475;48.672;773
77476;129.105;313
77477;68.381;35.897
77478;114.185;24.739
77479;131.929;66.468
7748;125.868;28.419
77480;67.177;8.097
77481;94.322;35
77482;69.475;2.307
77483;63.567;311
77484;63.397;10.776
77485;67.800;4.048
77486;64.206;6.851
77488;47.074;13.101
77489;64.788;35.554
77493;81.001;23.104
77494;128.551;61.600
77498;87.825;49.906
7750;131.893;3.604
77502;48.580;37.995
77503;49.547;24.251
77504;51.762;24.529
77505;89.651;23.223
77506;43.450;35.977
7751;159.229;16.692
77510;77.583;13.731
77511;68.744;46.627
77514;62.204;4.942
77515;71.090;30.309
77517;77.656;5.315
77518;56.746;8.673
77519;59.760;1.191
77520;53.455;36.489
77521;66.663;49.507
77523;89.230;17.031
7753;72.365;34.159
77530;61.564;31.086
77531;53.619;15.639
77532;71.410;26.236
77533;53.551;1.022
77534;70.733;2.863
77535;60.575;31.295
77536;85.870;30.690
77538;56.459;934
77539;67.775;38.806
77541;51.479;17.412
77545;76.015;19.431
77546;109.595;47.636
77547;41.500;9.735
7755;110.527;6.740
77550;46.508;23.043
77551;55.115;17.753
77554;82.590;8.863
7756;63.483;4.262
77560;52.971;1.005
77561;66.397;53
77562;61.439;10.459
77563;62.635;9.103
77564;55.117;1.988
77565;92.052;5.790
77566;83.068;28.739
77568;58.843;14.308
7757;141.885;5.497
77571;76.254;35.666
77573;99.571;71.580
77575;60.828;15.949
77577;69.430;1.368
77578;93.982;12.672
7758;103.486;4.842
77580;73.342;312
77581;85.462;42.383
77583;96.293;28.531
77584;105.341;70.228
77585;59.796;1.014
77586;101.264;20.970
77587;48.514;16.568
77590;60.118;30.374
77591;52.615;13.131
77597;52.924;777
77598;60.857;23.059
7760;218.417;9.754
77611;69.346;8.219
77612;58.057;8.901
77613;80.142;1.218
77614;80.935;603
77615;56.305;1.012
77616;45.448;1.136
77617;54.231;73
77619;58.753;16.147
7762;124.541;9.218
77622;62.816;1.351
77623;54.231;448
77624;51.626;856
77625;62.830;8.489
77627;69.605;21.454
77629;66.137;877
77630;56.797;26.796
77632;72.132;22.776
7764;104.292;8.258
77640;42.134;16.875
77642;44.144;37.111
77650;54.231;1.896
77651;71.479;13.043
77655;65.128;356
77656;56.027;17.110
77657;71.282;20.003
77659;72.053;4.910
77660;45.448;1.437
77661;55.379;962
77662;52.631;27.035
77663;59.490;1.353
77664;49.497;2.681
77665;57.038;6.446
77701;38.916;14.674
77702;47.103;2.893
77703;36.539;15.006
77705;38.578;29.645
77706;85.065;28.258
77707;67.504;17.080
77708;52.325;11.518
77713;80.456;12.788
77801;34.728;15.449
77802;63.175;22.042
77803;39.507;30.252
77807;56.572;9.699
77808;33.354;4.491
77830;57.588;2.534
77831;47.900;3.426
77833;62.885;27.492
77835;68.688;2.351
77836;55.941;11.896
77837;38.434;1.587
77840;28.578;56.171
77845;88.503;48.938
77853;56.902;953
77855;56.014;238
77856;63.411;5.096
77857;47.493;757
77859;49.649;6.981
77861;59.235;2.506
77864;49.142;7.647
77865;56.014;1.798
77867;73.236;105
77868;42.518;11.083
77871;55.850;3.368
77872;55.111;1.716
77873;55.661;1.292
77876;45.036;197
77878;48.169;475
77879;47.292;4.670
77880;67.115;1.879
77901;48.088;41.548
77904;81.130;25.002
77905;70.579;13.981
77950;54.176;197
77951;50.382;2.616
77954;55.251;11.506
77957;66.152;8.187
77960;71.475;121
77961;59.952;183
77962;60.111;3.286
77963;67.397;5.459
77964;56.205;7.569
77968;81.619;2.774
77969;80.764;154
77970;59.952;295
77971;59.952;911
77973;55.000;50
77974;72.354;455
77975;50.553;1.860
77976;86.397;126
77977;66.116;718
77978;76.615;743
77979;55.195;17.144
77982;49.841;1.253
77983;49.841;2.209
77984;56.296;4.295
77987;64.189;161
77988;61.139;326
77990;53.483;699
77991;80.764;357
77993;71.475;148
77994;53.365;321
77995;53.254;9.567
78001;43.024;33
78002;47.699;8.255
78003;55.144;8.689
78004;119.870;1.183
78005;51.559;817
78006;103.831;27.558
78008;60.912;345
78009;67.246;7.255
7801;73.875;24.525
78010;61.211;3.386
78011;38.563;2.082
78012;53.784;436
78013;61.903;5.930
78014;42.962;4.987
78015;140.246;9.602
78016;48.452;9.630
78017;51.178;4.787
78019;43.694;1.855
78021;36.536;107
78022;51.465;4.627
78023;113.925;24.330
78024;54.436;1.436
78025;59.052;4.956
78026;52.513;5.861
78027;60.903;459
78028;59.978;37.620
7803;105.068;3.664
78039;58.693;1.657
78040;31.525;42.083
78041;62.588;44.151
78043;41.227;42.713
78044;53.058;648
78045;71.733;54.713
78046;39.735;64.548
78050;62.477;767
78052;61.834;6.388
78055;60.133;1.774
78056;73.227;1.917
78057;50.181;871
78058;59.157;1.256
78059;65.588;5.387
78060;58.254;37
78061;45.711;11.031
78063;58.635;9.227
78064;63.205;14.102
78065;43.670;10.831
78066;76.932;591
78067;48.865;916
78069;48.486;5.137
78070;98.374;14.618
78071;58.143;4.240
78073;45.954;8.171
78075;46.889;99
78076;41.168;12.612
78101;79.136;7.898
78102;55.509;27.593
78104;56.593;175
78107;63.434;360
78108;84.770;27.770
78109;63.591;34.603
78112;54.945;7.941
78113;63.147;2.435
78114;68.229;20.103
78116;61.090;390
78117;59.325;545
78118;51.550;3.976
78119;47.073;7.680
78121;77.949;11.381
78122;35.751;418
78123;62.922;2.397
78124;69.272;5.609
78125;55.769;96
78130;69.242;59.546
78132;103.939;19.139
78133;71.493;16.269
78140;38.135;3.380
78141;58.876;596
78142;55.769;119
78143;57.644;85
78144;61.090;45
78145;55.769;103
78146;55.769;771
78147;67.166;1.919
78148;66.831;20.139
78150;63.279;11
78151;39.054;1.347
78152;72.545;2.294
78154;85.121;30.347
78155;59.350;45.341
78159;55.986;1.023
78160;57.545;4.273
78161;57.073;864
78162;55.769;375
78163;109.268;9.838
78164;59.969;3.796
7820;104.825;53
78201;41.258;45.307
78202;30.712;11.691
78203;29.252;6.099
78204;41.460;11.125
78205;69.618;1.453
78207;30.557;55.514
78208;26.147;3.736
78209;106.227;39.197
7821;112.334;8.941
78210;39.714;36.865
78211;36.845;31.944
78212;64.277;28.415
78213;50.202;40.396
78214;36.992;23.341
78215;59.816;1.150
78216;62.095;40.267
78217;59.010;32.165
78218;45.002;31.917
78219;44.012;15.225
7822;102.874;853
78220;38.329;15.965
78221;43.168;35.990
78222;53.944;19.408
78223;43.947;50.637
78224;46.828;17.601
78225;39.026;13.025
78226;37.079;6.644
78227;44.811;46.077
78228;40.938;58.811
78229;43.803;28.804
7823;80.915;7.062
78230;80.761;39.089
78231;105.885;7.906
78232;88.462;35.120
78233;60.121;43.710
78234;69.777;7.126
78235;42.759;357
78236;46.158;10.392
78237;33.742;36.929
78238;46.152;23.514
78239;60.353;28.736
78240;59.237;51.111
78242;40.742;31.395
78243;45.090;235
78244;59.004;30.757
78245;57.378;56.511
78247;76.123;49.176
78248;132.906;13.638
78249;71.081;49.951
7825;104.590;9.219
78250;66.752;54.903
78251;69.077;49.435
78252;49.687;7.372
78253;85.554;29.007
78254;76.889;44.796
78255;130.447;10.826
78256;107.077;6.855
78257;202.475;3.946
78258;132.929;40.586
78259;110.361;22.660
7826;100.839;5.955
78260;116.587;24.844
78261;105.898;13.513
78263;66.198;4.673
78264;55.724;12.339
78266;123.553;5.591
7827;73.304;3.824
7828;96.511;12.833
7830;81.549;3.766
7832;94.931;3.676
7833;90.114;144
78330;72.365;878
78332;49.109;28.710
78335;100.603;4
78336;54.662;11.949
78338;36.756;37
78339;45.236;632
7834;128.625;16.870
78340;53.987;379
78341;43.178;1.760
78342;55.492;386
78343;55.746;4.525
78344;42.053;474
78349;43.172;505
78351;58.899;621
78352;60.444;179
78353;49.839;433
78355;37.591;7.081
78357;43.957;3.161
78358;59.304;709
78359;37.105;1.944
7836;105.629;12.147
78361;25.610;3.087
78362;61.095;9.447
78363;49.710;30.463
78368;42.804;9.227
78369;59.023;444
78370;62.890;4.877
78371;43.218;404
78372;55.724;5.452
78373;65.856;3.585
78374;72.072;16.620
78375;38.541;3.352
78376;43.172;554
78377;49.612;3.821
78379;69.342;1.585
7838;92.192;3.121
78380;54.036;23.141
78382;58.356;19.364
78383;59.140;3.539
78384;44.575;6.640
78385;36.756;277
78387;45.380;9.574
78389;52.171;1.541
78390;57.071;5.616
78391;52.063;325
78393;53.987;2.379
7840;92.057;26.710
78401;31.008;5.391
78402;62.884;536
78404;57.300;17.236
78405;32.199;16.867
78406;31.670;1.402
78407;32.962;2.955
78408;32.681;12.061
